lecture_id,term_id,canonical_english,category,ref_count,whisper1_english,whisper1_phonetic,ai_lecturenote_english,ai_lecturenote_phonetic,gpt4o_english,gpt4o_phonetic,gpt4o_prompted_english,gpt4o_prompted_phonetic,gpt4o_ailn_post_english,gpt4o_ailn_post_phonetic
acuteinflammation_02,acute_phase_protein,acute phase protein,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,anaphylatoxin,anaphylatoxin,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,arachidonic_acid,Arachidonic acid,,1,0,1,0,0,0,1,0,1,1,0
acuteinflammation_02,bacterial_product,bacterial product,,1,0,0,0,0,0,0,0,0,1,0
acuteinflammation_02,basement_membrane,Basement membrane,,1,1,0,1,0,0,1,0,1,1,0
acuteinflammation_02,basophil,basophil,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,bleach,bleach,,1,1,0,1,0,0,0,0,0,1,0
acuteinflammation_02,blood_flow,Blood Flow,,1,0,1,1,0,1,0,0,0,0,0
acuteinflammation_02,blood_smear,blood smear,,1,0,1,0,0,0,1,0,1,1,0
acuteinflammation_02,blood_viscosity,Blood Viscosity,,1,0,1,0,0,1,0,0,0,1,0
acuteinflammation_02,bone_marrow,bone marrow,,1,0,1,0,0,0,1,0,1,1,0
acuteinflammation_02,bradykinin,bradykinin,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,c3a,C3a,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,c3b,C3b,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,c5b,C5b,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,calor,Calor,,1,0,0,1,0,1,0,0,0,1,0
acuteinflammation_02,cardinal_sign_of_inflammation,Cardinal Sign of Inflammation,,1,0,0,1,0,1,0,0,0,1,0
acuteinflammation_02,cd31,CD31,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,cellular_response,Cellular Response,,1,0,1,1,0,1,0,0,1,0,0
acuteinflammation_02,chemical_mediator,chemical Mediator,,1,0,0,0,0,0,0,0,0,0,0
acuteinflammation_02,chemotactic_gradient,Chemotactic gradient,,1,0,1,1,0,0,1,0,0,0,0
acuteinflammation_02,collagenase,collagenase,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,collateral_damage,collateral damage,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,complement_system,complement system,,1,0,1,0,0,0,1,0,1,1,0
acuteinflammation_02,conformational_change,conformational change,,1,0,0,1,0,0,0,0,0,0,0
acuteinflammation_02,congestive_heart_failure,Congestive Heart Failure,,1,0,0,1,0,1,0,0,0,1,0
acuteinflammation_02,connective_tissue,connective tissue,,1,0,1,0,0,0,1,0,1,0,0
acuteinflammation_02,crp,CRP,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,damaged_tissue,Damaged Tissue,,1,0,0,1,0,0,0,0,0,0,0
acuteinflammation_02,defensin,defensin,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,diapedesis,Diapedesis,,1,0,0,1,0,0,1,0,1,1,0
acuteinflammation_02,dic,DIC,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,dolor,Dolor,,1,0,0,1,0,1,0,0,0,1,0
acuteinflammation_02,endothelial_activation,endothelial activation,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,endothelial_cell,Endothelial Cell,,2,0,2,1,0,2,0,0,0,1,0
acuteinflammation_02,endothelial_cell_contraction,Endothelial Cell Contraction,,1,0,1,1,0,1,0,0,0,1,0
acuteinflammation_02,endothelial_junction,endothelial junction,,1,0,0,0,0,0,0,0,0,0,0
acuteinflammation_02,endothelial_layer,Endothelial Layer,,1,0,0,1,0,1,0,0,0,1,0
acuteinflammation_02,fibrinogen,fibrinogen,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,fibrosis,fibrosis,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,functio_laesa,functio laesa,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,granuloma,granuloma,,1,0,2,1,0,0,2,0,0,1,0
acuteinflammation_02,high_affinity,high affinity,,1,1,0,0,0,0,1,0,1,1,0
acuteinflammation_02,hocl,HOCl,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,homophilic_binding,homophilic binding,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,hydrostatic_pressure,Hydrostatic Pressure,,1,0,0,1,0,1,0,0,0,0,0
acuteinflammation_02,hypothalamus,hypothalamus,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,hypotension,hypotension,electrolyte/acid-base,1,0,0,0,0,0,0,0,1,0,0
acuteinflammation_02,il-8,IL-8,,1,1,0,1,0,1,0,0,0,1,0
acuteinflammation_02,infection,infection,,1,0,1,1,0,0,1,0,1,0,0
acuteinflammation_02,kinin,kinin,,2,0,2,1,0,0,3,0,3,1,0
acuteinflammation_02,kinin_system,Kinin system,,1,0,0,0,0,0,0,0,0,1,0
acuteinflammation_02,l-selectin,L-selectin,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,left_shift,left shift,,1,0,1,1,0,0,1,0,0,1,0
acuteinflammation_02,leukocyte_activation,leukocyte activation,,2,0,0,1,0,0,0,0,0,2,0
acuteinflammation_02,leukocytosis,leukocytosis,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,leukotriene_b4,leukotriene B4,,3,1,0,3,0,2,0,1,1,3,0
acuteinflammation_02,liver,liver,,1,0,1,0,0,0,1,0,1,0,0
acuteinflammation_02,loss_of_function,Loss of Function,,1,0,0,1,0,1,0,1,0,1,0
acuteinflammation_02,lox_pathway,LOX pathway,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,ltc4,LTC4,,1,0,0,1,0,0,0,1,0,0,0
acuteinflammation_02,lymphocyte,lymphocyte,,1,0,1,0,0,0,1,0,0,1,0
acuteinflammation_02,lysosome,lysosome,,1,0,2,1,0,0,2,0,2,1,0
acuteinflammation_02,lysozyme,lysozyme,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,major_basic_protein,major basic protein,,2,0,1,0,0,1,1,1,0,2,0
acuteinflammation_02,mast_cell,mast cell,,2,0,0,2,0,0,0,0,0,2,0
acuteinflammation_02,mast_cell_degranulation,mast cell degranulation,,1,0,0,0,0,0,0,0,0,1,0
acuteinflammation_02,membrane_attack_complex,membrane attack complex,,1,0,1,1,0,0,1,0,0,1,0
acuteinflammation_02,myeloperoxidase,myeloperoxidase,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,n-formylmethionine,N-formylmethionine,,1,1,0,1,0,0,0,1,0,1,0
acuteinflammation_02,nadph_oxidase,NADPH oxidase,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,no,NO,,1,1,0,1,0,1,0,1,0,1,0
acuteinflammation_02,pecam-1,PECAM-1,,1,1,0,1,0,0,0,1,0,1,0
acuteinflammation_02,peptide,peptide,,1,0,0,0,0,0,0,0,0,1,0
acuteinflammation_02,persistent_stimulus,persistent stimulus,,1,0,1,0,0,0,1,0,0,0,0
acuteinflammation_02,phagolysosome,phagolysosome,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,prostaglandin_e2,prostaglandin E2,,2,1,0,2,0,1,0,1,0,2,0
acuteinflammation_02,pseudopod,pseudopod,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,reactive_oxygen_species,reactive oxygen species,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,red_blood_cell,Red Blood Cell,,1,0,1,0,0,1,0,0,0,1,0
acuteinflammation_02,resolution,Resolution,,1,0,1,1,0,1,0,0,1,1,0
acuteinflammation_02,rubor,Rubor,,1,0,0,1,0,1,0,1,0,1,0
acuteinflammation_02,scarring,scarring,,1,0,1,1,0,0,1,0,0,1,0
acuteinflammation_02,selectin_ligand,selectin ligand,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,sepsis,sepsis,,1,0,1,0,0,0,1,0,1,1,0
acuteinflammation_02,specific_gravity,Specific Gravity,,1,0,0,1,0,1,0,0,0,0,0
acuteinflammation_02,superoxide,superoxide,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,swelling,Swelling,,1,0,0,1,0,1,0,1,0,1,0
acuteinflammation_02,systemic_effect,systemic effect,,1,0,0,0,0,0,0,0,0,0,0
acuteinflammation_02,systemic_vasodilation,systemic vasodilation,,1,0,0,0,0,0,0,0,0,0,0
acuteinflammation_02,thromboxane,thromboxane,,1,0,1,1,0,0,1,0,1,1,0
acuteinflammation_02,tissue_damage,tissue damage,,1,0,1,1,0,0,1,0,1,0,0
acuteinflammation_02,transient_vasoconstriction,Transient Vasoconstriction,,1,0,1,1,0,1,0,0,0,1,0
acuteinflammation_02,tumor,Tumor,,1,0,0,1,0,1,0,1,0,1,0
acuteinflammation_02,upregulation,upregulation,,1,0,0,0,0,0,0,0,0,1,0
acuteinflammation_02,vascular,Vascular,,9,0,8,8,0,6,3,0,3,8,0
acuteinflammation_02,vascular_change,Vascular Change,,1,0,1,1,0,1,0,0,0,1,0
acuteinflammation_02,vasoactive_amines,Vasoactive amines,,1,0,1,0,0,0,1,0,1,0,0
acuteinflammation_02,vasoconstriction,vasoconstriction,,2,0,2,2,0,1,1,0,1,2,0
acuteinflammation_02,venule,venule,,1,1,0,1,0,0,0,0,0,1,0
acuteinflammation_02,vessel_wall,vessel wall,,1,0,0,1,0,0,0,0,0,1,0
acuteinflammation_02,weibel-palade_body,Weibel-Palade body,,1,0,0,1,0,0,0,0,0,1,0
anthrax_01,plasmid,plasmid,,7,0,0,1,0,0,0,0,0,3,0
anthrax_01,cutaneous_anthrax,Cutaneous Anthrax,,4,3,1,3,0,0,3,2,2,4,0
anthrax_01,edema_factor,edema factor,,5,1,0,3,0,1,4,1,2,4,0
anthrax_01,gastrointestinal_anthrax,Gastrointestinal Anthrax,,4,3,1,3,0,1,1,1,1,2,0
anthrax_01,inhalation_anthrax,Inhalation Anthrax,,4,0,1,2,0,0,2,1,3,3,0
anthrax_01,lethal_factor,lethal factor,,5,5,0,5,0,1,4,3,2,3,1
anthrax_01,spore,spore,,7,4,7,1,4,0,15,3,9,2,4
anthrax_01,anthrax,Anthrax,,17,13,3,13,0,3,12,7,8,13,1
anthrax_01,eschar,eschar,,4,0,0,0,0,0,4,0,4,3,0
anthrax_01,incubation_period,Incubation Period,,3,3,0,2,0,0,3,0,3,2,0
anthrax_01,mortality,Mortality,,3,3,0,0,0,0,3,0,3,0,0
anthrax_01,protective_antigen,protective antigen,,4,4,0,2,0,1,3,3,1,4,0
anthrax_01,pxo1,pXO1,,5,5,0,5,0,5,0,3,0,4,0
anthrax_01,pxo2,pXO2,,3,3,0,3,0,3,0,3,0,4,0
anthrax_01,bioterror,bioterror,,2,0,2,0,2,0,2,0,2,0,1
anthrax_01,dormant_spore,dormant spore,,2,2,0,1,0,0,2,2,0,1,0
anthrax_01,exotoxin,exotoxin,,2,0,4,2,0,0,4,2,1,2,0
anthrax_01,gi_tract,GI tract,,2,2,0,2,0,0,1,0,0,1,0
anthrax_01,sepsis,Sepsis,,2,0,2,0,0,0,2,0,2,2,0
anthrax_01,toxic_effect,toxic effect,,2,0,2,0,0,0,2,0,2,0,1
anthrax_01,abdominal_pain,Abdominal Pain,,1,1,0,1,0,0,0,0,0,0,0
anthrax_01,aerosol-like_spore,Aerosol-like spore,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,antibiotics,antibiotics,,1,0,1,1,0,0,1,0,1,1,0
anthrax_01,antitoxin_therapy,antitoxin therapy,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,apoptosis,Apoptosis,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,bacillus_anthracis,Bacillus anthracis,,1,1,0,1,0,0,2,0,0,1,0
anthrax_01,black_necrotic_eschar,Black Necrotic Eschar,,1,0,0,0,0,0,1,0,1,1,0
anthrax_01,blood_agar,Blood Agar,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,calmodulin-dependent_adenylyl_cyclase,Calmodulin-dependent adenylyl Cyclase,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,capsule,capsule,,2,0,4,1,2,0,4,0,4,1,2
anthrax_01,cell_death,Cell Death,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,chemotaxis,Chemotaxis,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,chest_pain,Chest Pain,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,clinical_deterioration,Clinical Deterioration,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,culturing,Culturing,,1,1,0,0,0,0,1,0,1,0,0
anthrax_01,decontamination,decontamination,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,doxycycline,doxycycline,,1,0,1,1,0,0,1,0,1,0,0
anthrax_01,dyspnea,dyspnea,,1,0,1,1,0,0,1,0,1,0,0
anthrax_01,electron_microscopy,Electron Microscopy,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,flu,Flu,,1,1,0,1,0,0,2,0,2,0,0
anthrax_01,fluid_accumulation,Fluid Accumulation,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,gi_anthrax,GI Anthrax,,1,1,0,1,0,1,0,0,0,1,0
anthrax_01,gram_positive,gram positive,,1,1,0,0,0,0,1,0,1,0,0
anthrax_01,hemoptysis,Hemoptysis,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,host_cell_receptor,host cell receptor,,1,0,1,0,0,0,1,1,0,0,0
anthrax_01,immune_cell,Immune Cell,,1,1,0,0,0,0,1,0,1,0,0
anthrax_01,immune_recognition,Immune Recognition,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,immunohistochemistry,Immunohistochemistry,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,intestinal_perforation,Intestinal Perforation,,1,1,0,0,0,0,1,0,0,0,0
anthrax_01,knockout,Knockout,,1,0,0,0,0,0,0,0,0,1,0
anthrax_01,koch,Koch,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,lesion,Lesion,,1,1,0,0,0,0,2,0,1,1,0
anthrax_01,macrophage_injury,Macrophage Injury,,1,1,0,1,0,0,1,0,2,0,0
anthrax_01,meningitis,Meningitis,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,nausea,Nausea,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,obligate_aerobe,obligate aerobe,,1,0,0,0,0,0,0,1,0,1,0
anthrax_01,oropharyngeal_diseases,Oropharyngeal Diseases,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,painless,Painless,,1,1,0,0,0,0,1,0,1,1,0
anthrax_01,pathogenesis,pathogenesis,,1,0,0,0,0,0,1,1,0,0,0
anthrax_01,pcr_testing,PCR testing,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,penicillin,penicillin,,1,0,1,1,0,0,1,0,1,1,0
anthrax_01,phagocytosis,Phagocytosis,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,polyglutamate_capsule,polyglutamate capsule,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,post-exposure_prophylaxis,Post-exposure prophylaxis,,1,0,1,1,0,0,1,0,1,1,0
anthrax_01,productive_cough,Productive Cough,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,protective_immunity,protective immunity,,1,1,0,0,0,0,0,0,0,0,0
anthrax_01,public_health,public health,,2,2,0,1,0,0,2,1,1,1,0
anthrax_01,public_health_response,Public Health Response,,1,1,0,1,0,0,1,0,1,1,0
anthrax_01,radiographic_hallmark,Radiographic Hallmark,,1,0,0,1,0,0,1,0,1,0,0
anthrax_01,rod-shaped,rod-shaped,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,shock,shock,,1,0,1,0,0,0,1,0,1,0,1
anthrax_01,sterilization,sterilization,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,tissue_edema,Tissue Edema,,1,0,0,0,0,0,1,0,1,0,0
anthrax_01,toxin,toxin,,1,0,0,1,0,0,0,0,0,1,0
anthrax_01,vaccination,Vaccination,,1,0,1,0,0,0,1,0,1,0,0
anthrax_01,vomiting,Vomiting,,1,1,0,1,0,0,1,0,1,0,0
anthrax_01,x-ray,X-ray,,1,1,0,1,0,0,0,0,0,1,0
anthrax_01,zinc_dependent_metalloprotease,Zinc Dependent Metalloprotease,,1,1,0,1,0,0,1,0,1,0,0
anticancerdrugs_02,dna,DNA,,9,9,0,9,0,9,0,9,0,10,0
anticancerdrugs_02,cytotoxic_chemotherapy,cytotoxic chemotherapy,,4,4,0,4,0,1,3,0,3,3,0
anticancerdrugs_02,hormonal_therapy,hormonal therapy,,3,3,0,3,0,2,1,0,3,3,0
anticancerdrugs_02,immunotherapy,immunotherapy,,3,3,0,2,0,2,1,0,3,2,0
anticancerdrugs_02,targeted_therapy,targeted therapy,,3,3,0,3,0,1,1,0,2,2,0
anticancerdrugs_02,alkylating_agents,alkylating agents,,2,0,0,0,0,0,3,0,2,3,0
anticancerdrugs_02,antimetabolite,antimetabolite,,2,0,0,2,0,0,2,0,2,0,0
anticancerdrugs_02,microtubule_inhibitors,microtubule inhibitors,,2,1,0,1,0,0,3,0,1,1,0
anticancerdrugs_02,mitotic_spindle,mitotic spindle,,2,1,0,1,0,0,2,0,2,0,0
anticancerdrugs_02,monoclonal_antibody,Monoclonal antibody,,2,2,0,2,0,1,1,0,2,0,0
anticancerdrugs_02,nucleotide,nucleotide,,2,2,0,2,0,0,2,0,2,0,0
anticancerdrugs_02,androgen_receptor,Androgen receptor,,1,1,0,1,0,1,0,0,2,0,0
anticancerdrugs_02,anti-tumor_immune_response,anti-tumor immune response,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,antiandrogen,Antiandrogen,,1,1,0,1,0,1,0,0,1,1,0
anticancerdrugs_02,antitumor_antibiotics,antitumor antibiotics,,1,1,0,1,0,0,1,0,0,1,0
anticancerdrugs_02,aromatase_inhibitor,Aromatase inhibitor,,1,0,0,1,0,0,0,0,1,0,0
anticancerdrugs_02,bcr-abl,BCR-ABL,,1,0,0,0,0,1,0,1,0,1,0
anticancerdrugs_02,cellular_therapy,Cellular therapy,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,classical_cytotoxic_chemotherapy,classical cytotoxic chemotherapy,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,cross-link,cross-link,,1,0,1,0,1,0,1,0,1,1,0
anticancerdrugs_02,ctla-4,CTLA-4,,1,1,0,1,0,1,0,1,0,1,0
anticancerdrugs_02,dna_synthesis_inhibitor,DNA synthesis inhibitor,,1,1,0,1,0,0,1,0,1,0,0
anticancerdrugs_02,egfr,EGFR,,1,1,0,1,0,0,0,1,0,0,0
anticancerdrugs_02,endocrine_signaling,endocrine signaling,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,enzyme,enzyme,,1,0,1,0,0,0,1,0,1,0,0
anticancerdrugs_02,estrogen,Estrogen,,1,0,0,1,0,1,0,0,1,1,0
anticancerdrugs_02,her2,HER2,,1,1,0,1,0,1,0,1,0,1,0
anticancerdrugs_02,hormone-dependent_tumor,hormone-dependent tumor,,1,0,0,0,0,0,0,0,1,0,0
anticancerdrugs_02,immune,immune,,4,5,0,3,0,2,1,0,1,1,0
anticancerdrugs_02,immune_checkpoint,immune checkpoint,,2,1,1,1,0,1,1,0,1,1,0
anticancerdrugs_02,immune_checkpoint_inhibitor,Immune checkpoint inhibitor,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,m-phase,M-phase,,2,2,0,1,0,2,0,2,0,1,0
anticancerdrugs_02,m-phase_arrest,M-phase arrest,,1,1,0,1,0,1,0,1,0,1,0
anticancerdrugs_02,microtubule,microtubule,,3,3,0,3,0,0,3,0,3,2,0
anticancerdrugs_02,pd-1,PD-1,,1,1,0,1,0,1,0,1,0,1,0
anticancerdrugs_02,pd-l1,PD-L1,,1,1,0,1,0,1,0,1,0,1,0
anticancerdrugs_02,phase,phase,,5,5,0,4,0,5,0,5,0,4,0
anticancerdrugs_02,phase-specific,phase-specific,,1,0,0,0,0,0,0,2,0,0,0
anticancerdrugs_02,rapid_dividing_cell,rapid dividing cell,,1,1,0,0,0,0,1,0,1,0,0
anticancerdrugs_02,receptor,receptor,,2,1,1,1,0,1,1,0,2,0,0
anticancerdrugs_02,representative_concept,Representative concept,,1,1,0,0,0,0,1,0,1,0,0
anticancerdrugs_02,s-phase_progression,S-phase progression,,1,0,1,0,0,0,1,0,1,0,0
anticancerdrugs_02,serms,SERMs,,1,1,0,1,0,0,0,1,0,1,0
anticancerdrugs_02,signal_transduction_inhibitor,Signal transduction inhibitor,,1,1,0,1,0,0,1,0,1,0,0
anticancerdrugs_02,specific,specific,,3,3,0,2,0,3,0,3,0,2,0
anticancerdrugs_02,specific_molecular_target,specific molecular target,,1,1,0,0,0,1,0,0,0,0,0
anticancerdrugs_02,t-cell_activity,T-Cell activity,,1,1,0,0,0,1,0,0,1,0,0
anticancerdrugs_02,toxicity,toxicity,,1,1,0,0,0,0,1,0,1,0,0
anticancerdrugs_02,tumor_cell,tumor cell,,1,1,0,1,0,0,1,0,1,0,0
anticancerdrugs_02,tumor_growth,tumor growth,,1,1,0,1,0,1,0,0,1,0,0
anticancerdrugs_02,tyrosine_kinase_inhibitor,Tyrosine kinase inhibitor,,1,0,0,1,0,0,1,0,1,0,0
anticancerdrugs_02,vegf_pathway,VEGF Pathway,,1,1,0,1,0,1,0,0,1,1,0
diuretics_01,loop_diuretics,loop diuretics,,9,0,0,8,0,0,3,1,3,7,0
diuretics_01,potassium,potassium,,13,0,10,8,1,0,13,3,10,5,2
diuretics_01,spironolactone,spironolactone,drug,6,0,3,6,0,0,6,0,5,6,0
diuretics_01,collecting_duct,collecting duct,,5,0,4,5,0,0,5,3,2,5,0
diuretics_01,furosemide,furosemide,drug,8,0,16,8,0,0,12,0,16,8,0
diuretics_01,hypercalcemia,hypercalcemia,electrolyte/acid-base,5,0,5,4,0,2,6,0,8,4,0
diuretics_01,hyperkalemia,hyperkalemia,electrolyte/acid-base,3,0,3,4,0,2,6,0,7,6,0
diuretics_01,diuretics,diuretics,,20,0,15,19,0,0,7,3,6,20,0
diuretics_01,enac,ENaC,,6,0,5,3,1,0,5,1,4,1,0
diuretics_01,hypokalemia,hypokalemia,electrolyte/acid-base,6,0,1,5,0,0,0,1,0,2,0
diuretics_01,metabolic_alkalosis,metabolic alkalosis,electrolyte/acid-base,4,0,4,1,0,0,3,1,3,4,0
diuretics_01,nephron,nephron,,4,0,5,3,0,0,5,0,6,0,1
