claim_id,reference_claim,gpt4o_ailn_post_output,label,error_type,why_it_matters
ant_sr34,그래서 뭐 되게 다양한 곳에서 이제 일어나요.,"농사, 부처리, 가죽 작업 등 다양한 환경에서 발생할 수 있습니다.",Faithful,,
ant_sr35,그러니까 뭐 농사를 지을 때도 일어날 수 있고 또는 Butchery 또는 가죽작업 leatherwork 할 때도 일어날 수가 있습니다.,"또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다.",Faithful,,
ant_sr36,그래서 이 전파 같은 경우에는 Infected Animal 그러니까 감염된 동물들끼리 또는 이 동물의 부산물을 접촉했을 때 이제 일어나구요.,"또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다. 이러한 경우에는 백신을 맞지 않거나 미각하지 않은 식품을 섭취할 때 주로 발생할 수 있습니다.",Faithful,,
ant_sr37,이 Mortality 사망률 자체는 많이 낮습니다.,사망률은 낮지만 적절한 치료를 받지 않으면 20%까지 상승할 수 있습니다.,Faithful,,
ant_sr38,그래서 치료를 잘 하면은 사망률 자체는 많이 낮은데 치료를 안 한다고 하면은 이제 Mortality 가 20% 까지 상승한다 라고 이야기할 수 있겠습니다.,사망률은 낮지만 적절한 치료를 받지 않으면 20%까지 상승할 수 있습니다.,Faithful,,
ant_sr39,Inhalation Anthrax 같은 경우에는 가장 흔하지 않은 가장 희귀한 폼이긴 하지만은 가장 심각한 증상을 일으킵니다.,"안트랙스 탄저균의 동종체는 cutaneous anthrax, inhalation anthrax, 그리고 gastrointestinal anthrax로 나뉩니다. 이 중에서도 가장 유명한 폼은 cutaneous anthrax이며, 대부분 피부를 통해 침입합니다.",Substitution,원문의 inhalation anthrax를 '애너스 박테리아'라는 존재하지 않는 용어로 대체하였습니다.,
ant_sr40,그래서 이 어떻게 이제 감염이 일어났냐 라고 하면은 이제 spore가 이 공기 중에 떠돌아다니는 Aerosol-like spore를 이제 흡입하게 되면은 일어나게 되구요.,"이러한 감염은 공기 중에 떠다니는 스포어를 흡입함으로써 발생하며, 양털 작업이나 양털 농장에서 일하는 사람들이 주로 노출될 수 있습니다. 또한 생물 테러에서도 스포어를 이용한 공격이 가능합니다.",Faithful,,
ant_sr41,그래서 이제 양털 작업을 한다거나 아니면은 이렇게 양털 농장에서 일을 하시는 분들이 이제 주로 노출이 되게 됩니다.,"이러한 감염은 공기 중에 떠다니는 스포어를 흡입함으로써 발생하며, 양털 작업이나 양털 농장에서 일하는 사람들이 주로 노출될 수 있습니다.",Faithful,,
ant_sr42,또는 이제 bioterror에서도 역시 이 spore를 이용해서 일어날 수 있겠구요.,"이러한 감염은 공기 중에 떠다니는 스포어를 흡입함으로써 발생하며, 양털 작업이나 양털 농장에서 일하는 사람들이 주로 노출될 수 있습니다. 또한 생물 테러에서도 스포어를 이용한 공격이 가능합니다. … 또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다.",Faithful,,
ant_sr43,이 치료를 하지 않을 때는 사망률이 굉장히 높습니다.,"이 질병은 치료를 받지 않을 경우 사망률이 매우 높아 90%에서 95%에 이를 수 있습니다. 치료를 받아도 사망률이 높기 때문에 감염을 예방하는 것이 중요합니다. 또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다. 이러한 경우에는 백신을 맞지 않거나 미각하지 않은 식품을 섭취할 때 주로 발생할 수 있습니다. … 이 질병의 사망률도 높지만 치료를 받으면 사망률을 낮출 수 있습니다.",Faithful,,
ant_sr44,그래서 90% 에서 95% 까지 이어지게 되구요.,"이러한 감염은 공기 중에 떠다니는 스포어를 흡입함으로써 발생하며, 양털 작업이나 양털 농장에서 일하는 사람들이 주로 노출될 수 있습니다. 또한 생물 테러에서도 스포어를 이용한 공격이 가능합니다. 이 질병은 치료를 받지 않을 경우 사망률이 매우 높아 90%에서 95%에 이를 수 있습니다. … 또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다.",Faithful,,
ant_sr45,그리고 여전히 이 치료를 해도 Mortality 가 높기 때문에 이제 감염하는 것 자체에 대해서 주의를 해야 합니다.,치료를 받아도 사망률이 높기 때문에 감염을 예방하는 것이 중요합니다. … 이 질병의 사망률도 높지만 치료를 받으면 사망률을 낮출 수 있습니다. 치료를 받지 않을 경우 장관 천공이나 패혈증이 발생할 수 있습니다.,Faithful,,
ant_sr46,"세 번째를 이야기하는 게 이제 GI Anthrax, Gastrointestinal Anthrax 인데 여기는 이제 개발국가 Developed Country에서는 이제 흔하지는 않구요.","또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다.",Faithful,,
ant_sr47,주로 익히지 않은 덜 익힌 감염된 부산물을 먹었을 때 주로 발생하게 됩니다.,"또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다. 이러한 경우에는 백신을 맞지 않거나 미각하지 않은 식품을 섭취할 때 주로 발생할 수 있습니다. … 크티네스 박테리아의 경우, 주로 12일 정도의 잠복기가 있으며 대부분 5~6일 정도가 소요됩니다.",Minor rewrite,"'미각하지 않은'이라는 부자연스러운 표현을 사용하였으나, 전체적인 의학적 내용 파악에는 지장이 없습니다.",
ant_sr48,그래서 백신을 맞지 않거나 또는 이러면은 이제 가장 흔하게 나타나구요.,"또한 GI anthrax, 즉 위장관 anthrax는 개발된 국가에서는 흔하지 않으며, 주로 미각하지 않은 또는 충분히 조리되지 않은 감염된 식품을 섭취할 때 발생합니다. 이러한 경우에는 백신을 맞지 않거나 미각하지 않은 식품을 섭취할 때 주로 발생할 수 있습니다.",Faithful,,
ant_sr49,이 사망률도 높고 그리고 치료를 해야 이제 조금 사망률이 낮아지는 그런 결과를 이끌어낼 수 있겠습니다.,치료를 받아도 사망률이 높기 때문에 감염을 예방하는 것이 중요합니다. … 이 질병의 사망률도 높지만 치료를 받으면 사망률을 낮출 수 있습니다. 치료를 받지 않을 경우 장관 천공이나 패혈증이 발생할 수 있습니다.,Faithful,,
ant_sr50,그래서 치료를 하지 않으면 Intestinal Perforation 그러니까 천공이 일어나거나 아니면 Sepsis가 일어날 수 있다라고 이야기를 할 수 있겠습니다.,만약 턱색 이펙트가 발생한다면 이보다도 sepsis나 쇼크와 같은 합병증으로 인한 사망이 더 많이 발생합니다. 따라서 sepsis나 다른 합병증으로 인한 사망률이 높다고 말할 수 있습니다.,Faithful,,
ant_sr51,Cutaneous Anthrax 같은 경우에는 Incubation Period가 주로 한 12일 정도 그러니까 하루에서 12일까지 가구요.,"초기에는 감기와 유사한 증상이 나타나지만 진행하면 clinical deterioration과 같은 심각한 증상이 나타날 수 있습니다. red graphic hemorrhage와 같은 X-ray 상에서 관찰할 수 있는 특징도 있습니다. … cutaneous anthrax와 같은 경우에는 incubation period가 짧아서 2에서 5일 정도이며, 증상은 pain, nausea, 구토 등이 있을 수 있습니다.",Substitution,anthrax를 박테리아로 기재하는 등 핵심 키워드의 변형이 발생하였습니다.,
ant_sr52,대부분 한 5-6일 정도가 됩니다.,"크티네스 박테리아의 경우, 주로 12일 정도의 잠복기가 있으며 대부분 5~6일 정도가 소요됩니다.",Faithful,,
ant_sr53,그래서 처음에는 이제 Painless 하긴 하지만은 나중에 진행함을 할수록 Lesion이 커지게 되고 그리고 부종이 생기게 됩니다.,그래서 처음에는 painless 하긴 하지만 나중에 진행하면 할수록 lesion이 커지게 되고 그리고 부종이 생기게 됩니다. 특히 black necrotic eschar이 생기게 됩니다.,Faithful,,
ant_sr54,그리고 특징적으로는 이제 Black Necrotic Eschar이 생기게 됩니다.,"그래서 처음에는 painless 하긴 하지만 나중에 진행하면 할수록 lesion이 커지게 되고 그리고 부종이 생기게 됩니다. 특히 black necrotic eschar이 생기게 됩니다. 이 eschar 크기는 대략 1~2cm 정도 되며, 주로 발생하는 특징이 있습니다. … 치료를 받지 않으면 이 eschar이 분열하여 2~3주 동안 치유되게 됩니다.",Faithful,,
ant_sr55,그래서 이 eschar 크기가 병변 크기가 한 1-2cm 정도 되구요.,"특히 black necrotic eschar이 생기게 됩니다. 이 eschar 크기는 대략 1~2cm 정도 되며, 주로 발생하는 특징이 있습니다. 치료를 받지 않으면 이 eschar이 분열하여 2~3주 동안 치유되게 됩니다.",Faithful,,
ant_sr56,그래서 이 eschar이 이제 주로 나타나게 되는게 이제 가장 큰 특징이다.,"특히 black necrotic eschar이 생기게 됩니다. 이 eschar 크기는 대략 1~2cm 정도 되며, 주로 발생하는 특징이 있습니다. 치료를 받지 않으면 이 eschar이 분열하여 2~3주 동안 치유되게 됩니다.",Faithful,,
ant_sr57,그래서 치료를 받지 않으면은 이 eschar가 이제 분열이 되면서 2-3주에 걸쳐서 이제 치유가 되구요.,"특히 black necrotic eschar이 생기게 됩니다. 이 eschar 크기는 대략 1~2cm 정도 되며, 주로 발생하는 특징이 있습니다. 치료를 받지 않으면 이 eschar이 분열하여 2~3주 동안 치유되게 됩니다.",Faithful,,
ant_sr58,그리고 Inhalation Anthrax 같은 경우에는 이제 Incubation Period가 좀 더 깁니다.,inhalation anthrax의 경우 incubation period가 2일에서 43일까지 더 길어질 수 있습니다. 초기에는 감기와 유사한 증상이 나타나지만 진행하면 clinical deterioration과 같은 심각한 증상이 나타날 수 있습니다. red graphic hemorrhage와 같은 X-ray 상에서 관찰할 수 있는 특징도 있습니다.,Faithful,,
ant_sr59,이제 이틀에서 43일 정도까지 가구요.,(anchor not found - likely omitted/paraphrased; check manually),Faithful,,
ant_sr60,처음 단계는 이 Flu와 비슷한 그런 증상이 나타나게 됩니다.,초기에는 감기와 유사한 증상이 나타나지만 진행하면 clinical deterioration과 같은 심각한 증상이 나타날 수 있습니다.,Faithful,,
ant_sr61,"근데 이제 점점 진행함을 할수록 이제 Clinical Deterioration 그래서 뭐 예를 들어서 dyspnea라던가 아니면 Chest Pain, Productive Cough 아니면 Hemoptysis 이런 것들이 일어나게 되구요.",초기에는 감기와 유사한 증상이 나타나지만 진행하면 clinical deterioration과 같은 심각한 증상이 나타날 수 있습니다.,Faithful,,
ant_sr62,그 외에도 이제 Radiographic Hallmark 라고 해서 X-ray 상에서 굉장히 이런 모습들 우리가 잘 관찰할 수 있게 됩니다.,red graphic hemorrhage와 같은 X-ray 상에서 관찰할 수 있는 특징도 있습니다.,Faithful,,
ant_sr63,그리고 중추신경계로 퍼지면은 Meningitis도 발생하게 되구요.,(anchor not found - likely omitted/paraphrased; check manually),Substitution,원문의 meningitis를 meningeal test라는 잘못된 용어로 대체하였습니다.,
ant_sr64,그래서 여러가지 이제 이 치료가 없으면은 굉장히 사망률이 높다 라고 아까 말씀을 드렸습니다.,치료를 받지 않으면 사망률이 높을 수 있습니다.,Faithful,,
ant_sr65,GI tract 쪽으로 가면은 이제 Gastrointestinal Anthrax 같은 경우에는 Incubation Period가 좀 짧습니다.,"초기에는 감기와 유사한 증상이 나타나지만 진행하면 clinical deterioration과 같은 심각한 증상이 나타날 수 있습니다. red graphic hemorrhage와 같은 X-ray 상에서 관찰할 수 있는 특징도 있습니다. … cutaneous anthrax와 같은 경우에는 incubation period가 짧아서 2에서 5일 정도이며, 증상은 pain, nausea, 구토 등이 있을 수 있습니다. GI tract과 관련된 증상으로는 설사나 혈변이 나타날 수 있으며, oropharyngeal disease도 발생할 수 있습니다.",Substitution,"Gastrointestinal Anthrax의 잠복기 설명이 누락되었으며, GI tract 관련 내용을 cutaneous anthrax에 대한 설명으로 잘못 연결한 것으로 보입니다.",
ant_sr66,2-5일 정도 되구요.,(anchor not found - likely omitted/paraphrased; check manually),Faithful,,
ant_sr67,"처음 증상은 Abdominal Pain 이라던가 Nausea, Vomiting 이런 것들이 있고, 진행을 할수록 이제 심한 설사라던가 또는 이제 혈변 이런 것도 이제 놓을 수가 있겠습니다.","cutaneous anthrax와 같은 경우에는 incubation period가 짧아서 2에서 5일 정도이며, 증상은 pain, nausea, 구토 등이 있을 수 있습니다. GI tract과 관련된 증상으로는 설사나 혈변이 나타날 수 있으며, oropharyngeal disease도 발생할 수 있습니다.",Faithful,,
ant_sr68,이제 GI tract 쪽이기 때문에 이제 Oropharyngeal Diseases도 역시 일어날 수 있겠구요.,"GI tract과 관련된 증상으로는 설사나 혈변이 나타날 수 있으며, oropharyngeal disease도 발생할 수 있습니다.",Faithful,,
ant_sr69,대표적으로 뭐 목에 부종이 생긴다라거나 아니면은 목이 따갑거나 이런 것도 있을 수가 있겠구요.,"cutaneous anthrax와 같은 경우에는 incubation period가 짧아서 2에서 5일 정도이며, 증상은 pain, nausea, 구토 등이 있을 수 있습니다. … 대표적으로 목에 부종이 생기거나 목이 따가울 수 있는 증상이 있을 수 있습니다.",Faithful,,
ant_sr70,사망률도 이제 높습니다.,"사망률도 높은 편이며, 이는 진단이 늦어지는 경우가 많아서 그렇습니다.",Faithful,,
