claim_id,reference_claim,ai_lecturenote_output,label,error_type,why_it_matters
diu_sr12,이 약제의 대표적인 사용처로는 glaucoma에서 aqueous humor의 생성을 억제시키기 때문에 glaucoma 환자에게 사용할 수가 있고 또한 bicarbonate가 소변으로 손실되는 이 작용기전 때문에 altitude sickness나 metabolic alkalosis 교정에도 사용할 수 있습니다.,"이 약제의 대표적인 사용처로는 glaucoma에서 안압을 낮춰주어 시력을 보호하는데 사용될 수 있습니다. 또한 bicarbonate는 소변으로 칼륨이 손실되는 것을 막아주어 탈수증후군이나 대사성 alkalosis를 치료하는 데에도 사용될 수 있습니다. … 부작용으로는 대사성 alkalosis나 acidosis가 발생할 수 있으며, 칼륨 보존제 diuretics를 사용할 때와 마찬가지로 hypokalemia가 발생할 수 있습니다. 또한 sulfonamide 알레르기 반응이 나타날 수도 있습니다.",Omission / Addition / Substitution / Polarity error,"탈수증후군 및 alkalosis에 대한 언급은 원본에 없거나 부정확합니다. Sulfa allergy는 후속 문장에서 기인했을 수 있습니다. K+ sparing diuretics는 hyperkalemia를 유발하나, 본 내용에서는 hypokalemia로 기술되어 있으며, K+ sparing과 묶어서 설명하는 것은 부적절합니다. K+ 배출을 막는다는 설명은 사실과 다릅니다.",
diu_sr13,이제 side effect에 대해 알아보겠습니다.,이제 부작용에 대해 알아보겠습니다.,Faithful ,,
diu_sr14,부작용으로는 metabolic acidosis가 발생할 수 있고 또 potassium sparing diuretics가 아닌 다른 모든 diuretics와 똑같이 hypokalemia가 발생할 수 있습니다.,"또한 bicarbonate는 소변으로 칼륨이 손실되는 것을 막아주어 탈수증후군이나 대사성 alkalosis를 치료하는 데에도 사용될 수 있습니다. … 이제 부작용에 대해 알아보겠습니다. 부작용으로는 대사성 alkalosis나 acidosis가 발생할 수 있으며, 칼륨 보존제 diuretics를 사용할 때와 마찬가지로 hypokalemia가 발생할 수 있습니다. … 특히 이 carbonic anhydrase inhibitors는 fluid 제거 목적으로는 주로 사용되지 않고, 앞서 언급한 다른 목적으로 사용됩니다.",Relation error,"""부작용으로는 대사성 alkalosis나 acidosis가 발생할 수 있으며, 칼륨 보존제 diuretics를 사용할 때와 마찬가지로 hypokalemia가 발생할 수 있습니다."" 해당 부분에 대해서만 평가하였습니다. 나머지 내용은 다른 문맥에서 혼입된 것으로 보이며, K+ sparing과 연관 지은 것은 오류입니다. Hypokalemia가 발생한다는 점은 올바른 설명입니다.",
diu_sr15,또한 sulfonamide allergy 교차 반응도 일어날 수 있게 됩니다.,또한 sulfonamide 알레르기 반응이 나타날 수도 있습니다.,Faithful ,,
diu_sr16,그리고 특히 이 carbonic anhydrase inhibitor들은 이뇨 효과 자체는 약하기 때문에 fluid를 removal 목적으로는 잘 안쓰고 앞서 말한 목적들로 사용하게 됩니다.,"특히 이 carbonic anhydrase inhibitors는 fluid 제거 목적으로는 주로 사용되지 않고, 앞서 언급한 다른 목적으로 사용됩니다.",Faithful ,,
diu_sr17,이제 loop diuretics에 대해 알아보겠습니다.,"부작용으로는 대사성 alkalosis나 acidosis가 발생할 수 있으며, 칼륨 보존제 diuretics를 사용할 때와 마찬가지로 hypokalemia가 발생할 수 있습니다. … 이제 loop diuretics에 대해 알아보겠습니다. 오늘 배울 중요한 diuretics 중 하나이며, 작용하는 부위는 신장의 loop of Henle입니다.",Faithful ,,
diu_sr18,오늘 배울 이뇨제들 중에 가장 중요한 이뇨제가 되고 이 이뇨제의 작동 site는 thick ascending limb of loop of henle가 되겠습니다.,"이제 loop diuretics에 대해 알아보겠습니다. 오늘 배울 중요한 diuretics 중 하나이며, 작용하는 부위는 신장의 loop of Henle입니다. … 그리고 이 potassium은 loop로 계속 recycling이 되기 때문에 loop에 passive 전지가 생기게 되는데 이것 때문에 paracellular 경로로 calcium이랑 magnesium reabsorption도 감소하게 됩니다.",Omission  ,"원본에서는 단순히 loop of Henle라고 언급하였으나, Thick ascending limb라고 구체적으로 명시하는 것이 더 정확합니다.",
diu_sr19,"약제 이름들로는 furosemide, bumetanide, torsemide, ethacrynic acid 등이 있게 됩니다.","대표적인 약물로는 furosemide, bumetanide, torsemide, ethacrynic acid 등이 있습니다.",Faithful ,,
diu_sr20,이제 이 loop diuretics의 메커니즘을 보겠습니다.,그리고 이 potassium은 loop로 계속 recycling이 되기 때문에 loop에 passive 전지가 생기게 되는데 이것 때문에 paracellular 경로로 calcium이랑 magnesium reabsorption도 감소하게 됩니다. … 또한 이 loop diuretics는 countercurrent multiplier도 해석하는데 이게 무슨 말이냐면 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 해석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다.,Faithful ,,
diu_sr21,"이들은 나트륨, potassium, 2 chloride cotransporter를 차단하게 됩니다.","이들은 나트륨, 칼륨, 염소 이온을 신장에서 배설하도록 도와줍니다. … 이들은 나트륨, 칼륨, 염소 이온을 신장에서 배설하도록 도와줍니다. 그리고 이 potassium은 loop로 계속 recycling이 되기 때문에 loop에 passive 전지가 생기게 되는데 이것 때문에 paracellular 경로로 calcium이랑 magnesium reabsorption도 감소하게 됩니다. 그래서 결국 sodium, potassium, chloride, calcium, magnesium 전부 다 손실되게 됩니다.",Omission  ,NKCC를 억제한다는 설명이 누락되어 있습니다.,
diu_sr22,"또는 NKCC2, NKCC를 차단한다고 해도 상관없습니다.",또한 이 loop diuretics는 countercurrent multiplier도 해석하는데 이게 무슨 말이냐면 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 해석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다.,Omission  ,NKCC를 억제한다는 설명이 누락되어 있습니다.,
diu_sr23,"원래 NKCC는 나트륨 하나, potassium 하나, chloride 두개를 cell 안으로 들어오는 cotransporter인데 이게 차단되게 되면 나트륨, potassium, chloride 이온들이 tubular lumen에 잔류하게 되고 소변으로 빠져나가게 됩니다.",또한 이 loop diuretics는 countercurrent multiplier도 해석하는데 이게 무슨 말이냐면 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 해석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다.,Omission  ,"""이들은 나트륨, 칼륨, 염소 이온을 신장에서 배설하도록 도와줍니다.""라고 기재되었으나, 이에 대한 구체적인 기전 설명이 부족합니다.",
diu_sr24,그리고 이 potassium은 lumen으로 계속 recycling이 되기 때문에 lumen에 positive charge가 생기게 되는데 이것 때문에 paracellular 경로로 칼슘이랑 마그네슘 reabsorption도 감소하게 됩니다.,"그리고 이 potassium은 loop로 계속 recycling이 되기 때문에 loop에 passive 전지가 생기게 되는데 이것 때문에 paracellular 경로로 calcium이랑 magnesium reabsorption도 감소하게 됩니다. 그래서 결국 sodium, potassium, chloride, calcium, magnesium 전부 다 손실되게 됩니다.",Omission  ,"lumen을 loop로 오기하였으며, passive charge에 대한 설명이 부정확하게 번역되었습니다.",
diu_sr25,"그래서 결국 나트륨, potassium, chloride, 칼슘, 마그네슘 전부 다 손실되게 됩니다.","그리고 이 potassium은 loop로 계속 recycling이 되기 때문에 loop에 passive 전지가 생기게 되는데 이것 때문에 paracellular 경로로 calcium이랑 magnesium reabsorption도 감소하게 됩니다. 그래서 결국 sodium, potassium, chloride, calcium, magnesium 전부 다 손실되게 됩니다.",Faithful ,,
diu_sr26,"또한 이 loop diuretics는 countercurrent multiplier도 해소를 하는데 이게 무슨 말이냐면, thick ascending limb이 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 희석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다.",또한 이 loop diuretics는 countercurrent multiplier도 해석하는데 이게 무슨 말이냐면 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 해석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다. 가장 강력한 이뇨제이고 이 이뇨제 사용자들은 급성 폐부종에서 IV furosemide를 통해 빠른 venous dilation과 diuresis를 일으킬 때 사용할 수 있고 또한 만성 심부전에서 만성 fluid management에도 사용됩니다. … 또한 아까 말했다시피 calcium이 loss되기 때문에 hypercalcemia 환자에게 IV saline과 furosemide를 주게 되면 calcium을 버릴 수 있게 됩니다.,Faithful ,,
diu_sr27,가장 강력한 이뇨제이고 이 이뇨제 사용처들은 Acute Pulmonary Edema에서 IV furosemide를 통해 빠른 venodilation과 diuresis를 일으킬 때 사용할 수 있고 또한 Congestive Heart Failure에서 만성 fluid management에도 사용됩니다.,또한 이 loop diuretics는 countercurrent multiplier도 해석하는데 이게 무슨 말이냐면 원래 medullary interstitium의 농도를 높여주는 역할을 하는데 이 NKCC가 막히게 되면 이 nephron의 medulla가 해석되기 때문에 collecting duct에서 water reabsorption이 감소하게 돼서 소변량도 증가하게 됩니다. 가장 강력한 이뇨제이고 이 이뇨제 사용자들은 급성 폐부종에서 IV furosemide를 통해 빠른 venous dilation과 diuresis를 일으킬 때 사용할 수 있고 또한 만성 심부전에서 만성 fluid management에도 사용됩니다. 또한 아까 말했다시피 calcium이 loss되기 때문에 hypercalcemia 환자에게 IV saline과 furosemide를 주게 되면 calcium을 버릴 수 있게 됩니다.,Faithful ,,
diu_sr28,또한 아까 말했다시피 칼슘이 loss되기 때문에 Hypercalcemia 환자에게 IV saline과 furosemide를 주게 되면 칼슘을 버릴 수가 있게 됩니다.,가장 강력한 이뇨제이고 이 이뇨제 사용자들은 급성 폐부종에서 IV furosemide를 통해 빠른 venous dilation과 diuresis를 일으킬 때 사용할 수 있고 또한 만성 심부전에서 만성 fluid management에도 사용됩니다. 또한 아까 말했다시피 calcium이 loss되기 때문에 hypercalcemia 환자에게 IV saline과 furosemide를 주게 되면 calcium을 버릴 수 있게 됩니다. 또한 nephrotic syndrome이나 만성 신장질환 이뇨제에서도 사용할 수 있고 또 임상적으로 중요하게 그 glomerular filtration rate가 낮아도 잘 사용할 수 있습니다.,Faithful ,,
diu_sr29,또한 Nephrotic Syndrome이나 CKD Edema에서도 사용할 수 있고 임상적으로 중요하게 Glomerular Filtration Rate가 낮아도 잘 사용할 수 있습니다.,또한 아까 말했다시피 calcium이 loss되기 때문에 hypercalcemia 환자에게 IV saline과 furosemide를 주게 되면 calcium을 버릴 수 있게 됩니다. 또한 nephrotic syndrome이나 만성 신장질환 이뇨제에서도 사용할 수 있고 또 임상적으로 중요하게 그 glomerular filtration rate가 낮아도 잘 사용할 수 있습니다. … 당연히 hypokalemia가 나타날 수 있고 또한 대사성 alkalosis도 나타날 수 있습니다.,Faithful ,,
diu_sr30,이제 side effect에 대해 알아보겠습니다.,이제 부작용에 대해 알아보겠습니다.,Faithful ,,
diu_sr31,당연히 Hypokalemia가 나타날 수 있고 또한 Metabolic Alkalosis도 나타날 수 있습니다.,"당연히 hypokalemia가 나타날 수 있고 또한 대사성 alkalosis도 나타날 수 있습니다. 그 이유는 이제 hypokalemia가 나타나서 즉 K가 손실이 됐는데 이러면 aldosterone을 자극받게 되고 aldosterone이 이제 proton을 추가로 배출시켜주기 때문에 대사성 alkalosis까지 나타날 수 있습니다. 또한 hypernatremia도 발생할 수 있고 hypercalcemia, hypermagnesemia 또한 발생할 수 있습니다. … 또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다.",Faithful ,,
diu_sr32,그 이유는 Hypokalemia가 나타나서 즉 K가 손실이 됐는데 이러면 Aldosterone이 자극을 받게 되고 Aldosterone이 H+을 추가로 배출시켜주기 때문에 Metabolic Alkalosis까지 나타날 수 있습니다.,당연히 hypokalemia가 나타날 수 있고 또한 대사성 alkalosis도 나타날 수 있습니다. 그 이유는 이제 hypokalemia가 나타나서 즉 K가 손실이 됐는데 이러면 aldosterone을 자극받게 되고 aldosterone이 이제 proton을 추가로 배출시켜주기 때문에 대사성 alkalosis까지 나타날 수 있습니다.,Faithful ,,
diu_sr33,"또한 Hyponatremia도 일어날 수 있고 hypocalcemia, hypomagnesemia 당연히 일어날 수 있습니다.","당연히 hypokalemia가 나타날 수 있고 또한 대사성 alkalosis도 나타날 수 있습니다. … 또한 hypernatremia도 발생할 수 있고 hypercalcemia, hypermagnesemia 또한 발생할 수 있습니다. … 또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다. 또한 ethacrynic acid를 제외하면 sulfa가 들어가기 때문에 sulfa allergy를 유발할 수 있습니다.",Polarity error ,hypocalcemia 등 hypo 계열의 용어를 모두 hyper로 잘못 기재하였습니다.,
diu_sr34,특히 ototoxicity가 나타날 수 있는데 IV로 고용량을 주입하게 되면 더욱 더 위험하게 됩니다.,"그 이유는 이제 hypokalemia가 나타나서 즉 K가 손실이 됐는데 이러면 aldosterone을 자극받게 되고 aldosterone이 이제 proton을 추가로 배출시켜주기 때문에 대사성 alkalosis까지 나타날 수 있습니다. … 특히 ototoxicity가 발생할 수 있는데, ibuprofen을 고용량으로 투여하면 더 위험해질 수 있습니다. 또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다.",Addition ,"IV를 ibuprofen으로 잘못 인식하여 환각(hallucination)에 대한 내용을 추가 생성하였습니다. 단, 실제 병용 금기인 점을 고려할 때 완전히 무의미한 내용은 아닙니다.",
diu_sr35,또한 Hyperuricemia도 나타날 수 있는데 이는 Proximal convoluted tubule에서 Uric Acid 분비와의 경쟁 때문에 나타나게 됩니다.,"그 이유는 이제 hypokalemia가 나타나서 즉 K가 손실이 됐는데 이러면 aldosterone을 자극받게 되고 aldosterone이 이제 proton을 추가로 배출시켜주기 때문에 대사성 alkalosis까지 나타날 수 있습니다. … 특히 ototoxicity가 발생할 수 있는데, ibuprofen을 고용량으로 투여하면 더 위험해질 수 있습니다. 또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다. 또한 ethacrynic acid를 제외하면 sulfa가 들어가기 때문에 sulfa allergy를 유발할 수 있습니다. … 이 이뇨제가 작용하는 사이트는 early distal convoluted tubule이 되고 대표적인 약제로는 hydrochlorothiazide, chlorthalidone, metolazone, indapamide 등이 있습니다.",Faithful ,,
diu_sr36,또한 Ethacrynic acid를 제외하면 다 sulfa가 들어가기 때문에 sulfa allergy를 유발할 수 있게 됩니다.,"또한 hypernatremia도 발생할 수 있고 hypercalcemia, hypermagnesemia 또한 발생할 수 있습니다. … 또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다. 또한 ethacrynic acid를 제외하면 sulfa가 들어가기 때문에 sulfa allergy를 유발할 수 있습니다.",Faithful ,,
diu_sr37,이제 thiazide Diuretics에 대해 알아보겠습니다.,"이제 thiazide diuretics에 대해 알아보겠습니다. 이 이뇨제가 작용하는 사이트는 early distal convoluted tubule이 되고 대표적인 약제로는 hydrochlorothiazide, chlorthalidone, metolazone, indapamide 등이 있습니다. 이제 메커니즘에 대해 알아보겠습니다.",Faithful ,,
diu_sr38,"이 이뇨제가 작용하는 site는 Early Distal convoluted tubule이 되고 대표적인 약제로는 Hydrochlorothiazide, Chlorthalidone, Metolazone, Indapamide 등이 있습니다.","또한 hyperuricemia도 발생할 수 있는데, 이는 proximal convoluted tubule을 통해 uric acid와의 경쟁으로 발생할 수 있습니다. … 이 이뇨제가 작용하는 사이트는 early distal convoluted tubule이 되고 대표적인 약제로는 hydrochlorothiazide, chlorthalidone, metolazone, indapamide 등이 있습니다. … 이들은 sodium, chloride cotransporter를 차단하고, NCC가 막히면 결국 sodium이 distal convoluted tubule로 수가 안되어 더 하류에 있는 collecting duct로 더 많은 sodium이 내려가게 됩니다.",Faithful ,,
diu_sr39,이제 메커니즘에 대해 알아보겠습니다.,이제 thiazide diuretics에 대해 알아보겠습니다. … 이제 메커니즘에 대해 알아보겠습니다.,Faithful ,,
diu_sr40,"이 친구들은 나트륨, chloride cotransporter를 차단하게 되고 그래서 NCC가 막히면 결국 나트륨이 Distal convoluted tubule에서 흡수가 안 된다는 것이기 때문에 더 하류에 있는 collecting duct로 더 많은 나트륨이 내려가게 됩니다.","이 이뇨제가 작용하는 사이트는 early distal convoluted tubule이 되고 대표적인 약제로는 hydrochlorothiazide, chlorthalidone, metolazone, indapamide 등이 있습니다. … 이들은 sodium, chloride cotransporter를 차단하고, NCC가 막히면 결국 sodium이 distal convoluted tubule로 수가 안되어 더 하류에 있는 collecting duct로 더 많은 sodium이 내려가게 됩니다. 그럼 거기서 있는 ENaC에서 sodium을 흡수하면서 potassium과 H를 같이 배출하게 됩니다.",Faithful ,,
diu_sr41,그럼 거기서 있는 ENaC에서 나트륨을 흡수를 하게 되면서 potassium이랑 H를 같이 버리게 됩니다.,"이들은 sodium, chloride cotransporter를 차단하고, NCC가 막히면 결국 sodium이 distal convoluted tubule로 수가 안되어 더 하류에 있는 collecting duct로 더 많은 sodium이 내려가게 됩니다. 그럼 거기서 있는 ENaC에서 sodium을 흡수하면서 potassium과 H를 같이 배출하게 됩니다. 또한 이뇨 자체로 볼륨이 줄어들기 때문에 aldosterone도 상승하여 potassium과 potassium 손실이 더 심해지게 됩니다.",Faithful ,,
diu_sr42,거기다가 이뇨 자체로 volume이 줄어들기 때문에 aldosterone도 같이 상승하게 돼서 potassium이랑 proton 손실이 더 심해지게 되는 것입니다.,그럼 거기서 있는 ENaC에서 sodium을 흡수하면서 potassium과 H를 같이 배출하게 됩니다. 또한 이뇨 자체로 볼륨이 줄어들기 때문에 aldosterone도 상승하여 potassium과 potassium 손실이 더 심해지게 됩니다.,Omission  ,"proton을 potassium으로 오기하여 potassium에 대한 내용이 중복 서술되었으며, 결과적으로 proton 관련 정보가 누락되었습니다.",
diu_sr43,이제 여기서 loop diuretics와 칼슘 이온에 대한 효과가 정반대인데 NCC가 차단이 되면 나트륨이 cell 내부로 유입되는 게 감소하게 됩니다.,"이제 여기서 loop diuretics와 calcium ion에 대한 효과가 정반대인데, NCC가 차단되면 sodium이 셀 내부로 유입이 감소하게 되어 NCX가 더 많은 calcium ion을 내보내기 때문에 lumen에서의 calcium ion 유입이 증가하게 됩니다. 그래서 칼슘 농도가 증가하면 hypercalciuria가 발생하는 것이고, 이에 대한 차이점을 알아두어야 합니다. 이제 thiazide diuretics의 사용처를 살펴보겠습니다.",Faithful ,,
diu_sr44,그럼 basolateral에 위치하게 있는 NCX가 더 열심히 칼슘 이온을 내보내기 때문에 lumen에서의 칼슘 이온이 유입이 증가하게 됩니다.,"이제 여기서 loop diuretics와 calcium ion에 대한 효과가 정반대인데, NCC가 차단되면 sodium이 셀 내부로 유입이 감소하게 되어 NCX가 더 많은 calcium ion을 내보내기 때문에 lumen에서의 calcium ion 유입이 증가하게 됩니다. 그래서 칼슘 농도가 증가하면 hypercalciuria가 발생하는 것이고, 이에 대한 차이점을 알아두어야 합니다.",Minor rewrite,"basolateral에 대한 정보가 누락되었으나, 치명적인 오류는 아닙니다.",
diu_sr45,그래서 칼슘 reabsorption은 결국 증가하는 것이고 hypercalcemia가 나타난다는 차이가 있습니다.,"이제 여기서 loop diuretics와 calcium ion에 대한 효과가 정반대인데, NCC가 차단되면 sodium이 셀 내부로 유입이 감소하게 되어 NCX가 더 많은 calcium ion을 내보내기 때문에 lumen에서의 calcium ion 유입이 증가하게 됩니다. 그래서 칼슘 농도가 증가하면 hypercalciuria가 발생하는 것이고, 이에 대한 차이점을 알아두어야 합니다.",Substitution ,hypercalciuria가 아닌 hypercalcemia로 수정되어야 합니다.,
diu_sr46,이제 이 thiazide diuretics의 사용처를 알아보겠습니다.,이제 thiazide diuretics의 사용처를 살펴보겠습니다.,Faithful ,,
diu_sr47,우선 hypertension의 1차 치료제로 사용되고 특히 elderly나 black patient에게 사용됩니다.,"먼저 hypertension의 2차 치료제로 사용되며, 특히 aldosterone blockade 환자에게 사용됩니다. 또한 mild edema에도 사용되며, hypercalciuria 환자나 calcium oxalate 결석이 있는 환자에게도 사용할 수 있습니다.",Substitution ,2차 치료제가 아닌 1차 치료제가 올바른 설명입니다.,
diu_sr48,그리고 mild edema에도 사용되고 hypercalciuria 환자나 아니면 calcium oxalate 신장결석이 있는 환자에게도 사용할 수 있습니다.,"그래서 칼슘 농도가 증가하면 hypercalciuria가 발생하는 것이고, 이에 대한 차이점을 알아두어야 합니다. … 또한 mild edema에도 사용되며, hypercalciuria 환자나 calcium oxalate 결석이 있는 환자에게도 사용할 수 있습니다. 또한 nephrogenic diabetes insipidus에서도 사용할 수 있는데, 이는 이뇨제이지만 왜 diabetes insipidus에 사용하는지 궁금할 수 있습니다.",Faithful ,,
diu_sr49,또한 nephrogenic diabetes insipidus에서도 사용할 수 있는데 이거는 이제 이뇨제인데 왜 diabetes insipidus에 사용하지라고 생각할 수 있는데 역설적으로 체내에 있는 나트륨을 줄이기 때문에 tubular flow가 감소해서 urine이 오히려 줄어드는 효과가 나타나기 때문입니다.,"또한 mild edema에도 사용되며, hypercalciuria 환자나 calcium oxalate 결석이 있는 환자에게도 사용할 수 있습니다. 또한 nephrogenic diabetes insipidus에서도 사용할 수 있는데, 이는 이뇨제이지만 왜 diabetes insipidus에 사용하는지 궁금할 수 있습니다. 이는 체내의 나트륨을 감소시켜 tubular flow를 감소시켜 요를 줄이는 효과가 있기 때문입니다. … 또한 hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다.",Faithful ,,
diu_sr50,이제 부작용들에 대해 알아보겠습니다.,이제 부작용에 대해 알아보겠습니다.,Faithful ,,
diu_sr51,"당연히 hypokalemia 일어날 수 있고, metabolic alkalosis 일어날 수 있습니다.","당연히 hypokalemia가 발생할 수 있고, metabolic alkalosis가 발생할 수 있습니다.",Faithful ,,
