claim_id,reference_claim,gpt4o_ailn_post_output,label,error_type,why_it_matters
acu_sr11,"주로 이것은 Histamine과 NO에 의해 매개가 되며, 그리고 또 Vascular Permeability 또한 증가하게 되는데, 이거는 다양한 기전들이 합쳐져서 나타나는 결과입니다.","부상이 발생한 직후에는 처음에는 즉시 transient vasoconstriction이 일어나지만, 이후에 vasodilation이 발생하여 혈류가 증가하고 이로 인해 redness와 heat가 나타나게 됩니다. 주로 histamine과 NO에 의해 매개되며, 또한 vascular permeability도 증가하는데, 이는 다양한 기전들이 결합하여 나타나는 결과입니다. 먼저 endothelial cell contraction으로 histamine과 leukotriene이 생성되고, 이들에 의해 endothelial cells가 수축하여 vascular permeability가 증가할 수 있습니다. 또한 endothelial layer 자체가 손상을 입으면 이로 인해 vascular permeability가 증가할 수도 있습니다.",Faithful,,
acu_sr12,"우선 Endothelial Cell Contraction 때문에 Histamine이랑 Leukotriene이 생성이 되고 이들에 의해 Endothelial Cell들이 Contraction되게 돼서 Vascular Permeability가 일어날 수가 있고, 또한 Direct하게 Endothelial Layer 자체가 Injured를 입게 되면 그 때문에 Vascular Permeability가 증가할 수도 있습니다.","주로 histamine과 NO에 의해 매개되며, 또한 vascular permeability도 증가하는데, 이는 다양한 기전들이 결합하여 나타나는 결과입니다. 먼저 endothelial cell contraction으로 histamine과 leukotriene이 생성되고, 이들에 의해 endothelial cells가 수축하여 vascular permeability가 증가할 수 있습니다. 또한 endothelial layer 자체가 손상을 입으면 이로 인해 vascular permeability가 증가할 수도 있습니다. 또한 leukocyte가 활발하게 작용하여 부수적인 손상을 줄 수도 있는데, 이로 인해 vascular permeability가 증가할 수도 있습니다.",Faithful,,
acu_sr13,"또한 Leukocyte가 막 열심히 일을 하면서 Collateral하게 데미지를 줄 수도 있는데, 이것 때문에 Vascular Permeability가 증가할 수도 있습니다.","먼저 endothelial cell contraction으로 histamine과 leukotriene이 생성되고, 이들에 의해 endothelial cells가 수축하여 vascular permeability가 증가할 수 있습니다. 또한 endothelial layer 자체가 손상을 입으면 이로 인해 vascular permeability가 증가할 수도 있습니다. 또한 leukocyte가 활발하게 작용하여 부수적인 손상을 줄 수도 있는데, 이로 인해 vascular permeability가 증가할 수도 있습니다.",Faithful,,
acu_sr14,"어쨌든 결과적으로 Protein Rich한 Fluid가 Vessel 밖으로 새어나가게 되는데, 이것을 저희는 Exudate라고 부릅니다.","어쨌든 결과적으로 protein이 풍부한 액체가 혈관 밖으로 새어나가게 되는데, 이를 exudate라고 합니다. 여기서 이제 구분해야 할 것은 exudate와 transudate인데, 둘 다 혈관 밖에 액체가 있는 것이지만 두 개념은 다릅니다. Exudate는 protein 농도가 높고, 특이 중력이 높으며 염증이 있습니다. Transudate는 protein 농도가 낮고, 일반적으로 수압으로 인해 발생합니다. … Exudate는 protein 농도가 높고, 특이 중력이 높으며 염증이 있습니다.",Faithful,,
acu_sr15,"여기서 이제 구분해야 될 게 Exudate랑 Transudate를 구분해야 되는데, 결국 Fluid가 Vessel 밖에 있다는 건 똑같지만 굉장히 둘은 다른 개념입니다.","어쨌든 결과적으로 protein이 풍부한 액체가 혈관 밖으로 새어나가게 되는데, 이를 exudate라고 합니다. 여기서 이제 구분해야 할 것은 exudate와 transudate인데, 둘 다 혈관 밖에 액체가 있는 것이지만 두 개념은 다릅니다. Exudate는 protein 농도가 높고, 특이 중력이 높으며 염증이 있습니다. … Transudate는 protein 농도가 낮고, 일반적으로 수압으로 인해 발생합니다.",Faithful,,
acu_sr16,"Exudate는 Protein 농도가 높고, 그리고 Specific Gravity가 높고 Inflammation이 있습니다.","어쨌든 결과적으로 protein이 풍부한 액체가 혈관 밖으로 새어나가게 되는데, 이를 exudate라고 합니다. … 어쨌든 결과적으로 protein이 풍부한 액체가 혈관 밖으로 새어나가게 되는데, 이를 exudate라고 합니다. 여기서 이제 구분해야 할 것은 exudate와 transudate인데, 둘 다 혈관 밖에 액체가 있는 것이지만 두 개념은 다릅니다. Exudate는 protein 농도가 높고, 특이 중력이 높으며 염증이 있습니다. Transudate는 protein 농도가 낮고, 일반적으로 수압으로 인해 발생합니다.",Minor rewrite,specific gravity를 '특이 중력'으로 잘못 직역하였습니다.,
acu_sr17,"Transudate는 Protein 농도가 낮고, 보통 Hydrostatic Pressure 때문에 발생하는 것입니다.","어쨌든 결과적으로 protein이 풍부한 액체가 혈관 밖으로 새어나가게 되는데, 이를 exudate라고 합니다. 여기서 이제 구분해야 할 것은 exudate와 transudate인데, 둘 다 혈관 밖에 액체가 있는 것이지만 두 개념은 다릅니다. … Exudate는 protein 농도가 높고, 특이 중력이 높으며 염증이 있습니다. Transudate는 protein 농도가 낮고, 일반적으로 수압으로 인해 발생합니다. … 그리고 이제 stasis가 나타나게 되는데, 이건 아까 말했다시피 fluid가 빠져나가게 되면 vessel 안에 있는 red blood cell들의 농도가 높아지게 되고, 그러면 당연히 blood viscosity가 증가하게 돼서 flow가 느려지고, 이걸 stasis라고 부릅니다.",Minor rewrite,hydrostatic pressure라는 전문 용어를 '수압'이라는 일반적인 표현으로 변경하였습니다.,
acu_sr18,예를 들어 Congestive Heart Failure 때문에 발생할 수 있겠습니다.,예를 들어 congestive heart failure로 인해 발생할 수 있습니다.,Faithful,,
acu_sr19,"그리고 이제 Stasis가 나타나게 되는데, 이건 아까 말했다시피 Fluid가 빠져나가게 되면 Vessel 안에 있는 Red Blood Cell들의 농도가 높아지게 되고, 그러면 당연히 Blood Viscosity가 증가하게 돼서 Flow가 느려지고, 이걸 Stasis라고 부릅니다.","Transudate는 protein 농도가 낮고, 일반적으로 수압으로 인해 발생합니다. … 그리고 이제 stasis가 나타나게 되는데, 이건 아까 말했다시피 fluid가 빠져나가게 되면 vessel 안에 있는 red blood cell들의 농도가 높아지게 되고, 그러면 당연히 blood viscosity가 증가하게 돼서 flow가 느려지고, 이걸 stasis라고 부릅니다. 그러면 이제 stasis 때문에 flow가 느려져 있으니까 leukocytes들이 vessel wall 쪽으로 모아질 수가 있는데 이거를 저희는 margination이라고 부릅니다.",Faithful,,
acu_sr20,그러면 이제 stasis 때문에 flow가 느려져 있으니까 leukocyte들이 vessel wall 쪽으로 모아질 수가 있는데 이거를 저희는 margination이라고 부릅니다.,"그리고 이제 stasis가 나타나게 되는데, 이건 아까 말했다시피 fluid가 빠져나가게 되면 vessel 안에 있는 red blood cell들의 농도가 높아지게 되고, 그러면 당연히 blood viscosity가 증가하게 돼서 flow가 느려지고, 이걸 stasis라고 부릅니다. 그러면 이제 stasis 때문에 flow가 느려져 있으니까 leukocytes들이 vessel wall 쪽으로 모아질 수가 있는데 이거를 저희는 margination이라고 부릅니다. 그럼 이제 margination에 이어서 계속 leukocyte recruitment cascade를 알아보도록 하겠습니다. 방금 얘기한 margination이 일어나고, 그 다음에 rolling이 일어나고, 그 다음 adhesion이 일어난 후, transmigration, chemotaxis 순으로 이어지는데 우선 첫 번째로 margination and rolling부터 보겠습니다.",Faithful,,
acu_sr21,그럼 이제 margination에 이어서 계속 leukocyte Recruitment Cascade를 알아보도록 하겠습니다.,"그러면 이제 stasis 때문에 flow가 느려져 있으니까 leukocytes들이 vessel wall 쪽으로 모아질 수가 있는데 이거를 저희는 margination이라고 부릅니다. 그럼 이제 margination에 이어서 계속 leukocyte recruitment cascade를 알아보도록 하겠습니다. 방금 얘기한 margination이 일어나고, 그 다음에 rolling이 일어나고, 그 다음 adhesion이 일어난 후, transmigration, chemotaxis 순으로 이어지는데 우선 첫 번째로 margination and rolling부터 보겠습니다.",Faithful,,
acu_sr22,"방금 얘기한 margination이 일어나고, 그 다음에 rolling이 일어나고, 그 다음 adhesion이 일어난 후, transmigration, chemotaxis 순으로 이어지는데 우선 첫 번째로 margination and rolling부터 보겠습니다.","그러면 이제 stasis 때문에 flow가 느려져 있으니까 leukocytes들이 vessel wall 쪽으로 모아질 수가 있는데 이거를 저희는 margination이라고 부릅니다. 그럼 이제 margination에 이어서 계속 leukocyte recruitment cascade를 알아보도록 하겠습니다. 방금 얘기한 margination이 일어나고, 그 다음에 rolling이 일어나고, 그 다음 adhesion이 일어난 후, transmigration, chemotaxis 순으로 이어지는데 우선 첫 번째로 margination and rolling부터 보겠습니다. 방금 설명드렸듯이 stasis로 인해 leukocyte가 endothelium 쪽으로 이동하게 되는 걸 margination에 부른다 했고 이제 rolling은 leukocyte가 endothelium의 표면을 따라 굴러가는 겁니다.",Faithful,,
acu_sr23,방금 설명드렸듯이 stasis로 인해 leukocyte가 endothelium 쪽으로 이동하게 되는 걸 margination이라 부른다 했고 이제 롤링은 leukocyte가 endothelium의 표면을 따라 굴러가는 겁니다.,"방금 얘기한 margination이 일어나고, 그 다음에 rolling이 일어나고, 그 다음 adhesion이 일어난 후, transmigration, chemotaxis 순으로 이어지는데 우선 첫 번째로 margination and rolling부터 보겠습니다. 방금 설명드렸듯이 stasis로 인해 leukocyte가 endothelium 쪽으로 이동하게 되는 걸 margination에 부른다 했고 이제 rolling은 leukocyte가 endothelium의 표면을 따라 굴러가는 겁니다. 이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다.",Faithful,,
acu_sr24,"이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다.","방금 설명드렸듯이 stasis로 인해 leukocyte가 endothelium 쪽으로 이동하게 되는 걸 margination에 부른다 했고 이제 rolling은 leukocyte가 endothelium의 표면을 따라 굴러가는 겁니다. 이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다. 그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다. P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다. … P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다.",Faithful,,
acu_sr25,그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다.,"방금 설명드렸듯이 stasis로 인해 leukocyte가 endothelium 쪽으로 이동하게 되는 걸 margination에 부른다 했고 이제 rolling은 leukocyte가 endothelium의 표면을 따라 굴러가는 겁니다. 이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다. 그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다. P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다.",Faithful,,
acu_sr26,"P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다.","이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다. … 이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다. 그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다. P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다. 여기서 중요한 것은 롤링이라는 말 그대로 selectin과 selectin ligand의 결합은 굉장히 low affinity이기 때문에 느슨하게 붙었다 떨어졌다 하는 롤링입니다.",Faithful,,
acu_sr27,그리고 여기서 중요한 것은 rolling이라는 말 그대로 selectin과 selectin ligand의 결합은 굉장히 low affinity기 때문에 느슨하게 붙었다 떨어졌다 하는 rolling입니다.,"그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다. P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다. 여기서 중요한 것은 롤링이라는 말 그대로 selectin과 selectin ligand의 결합은 굉장히 low affinity이기 때문에 느슨하게 붙었다 떨어졌다 하는 롤링입니다. 그 다음에 단단하게 결합되는 것은 바로 다음 단계인 firm adhesion에서 나타나게 됩니다.",Faithful,,
acu_sr28,그 다음에 단단하게 결합되는 것은 바로 다음 단계인 Firm adhesion에서 나타나게 됩니다.,여기서 중요한 것은 롤링이라는 말 그대로 selectin과 selectin ligand의 결합은 굉장히 low affinity이기 때문에 느슨하게 붙었다 떨어졌다 하는 롤링입니다. 그 다음에 단단하게 결합되는 것은 바로 다음 단계인 firm adhesion에서 나타나게 됩니다. Adhesion 과정은 leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM 또는 VCAM-1에 의해 일어나게 됩니다.,Faithful,,
acu_sr29,"Adhesion 과정은 integrin, leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM-1 또는 VCAM-1에 의해 일어나게 됩니다.","그 다음에 단단하게 결합되는 것은 바로 다음 단계인 firm adhesion에서 나타나게 됩니다. Adhesion 과정은 leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM 또는 VCAM-1에 의해 일어나게 됩니다. Integrin은 원래 low affinity 상태로 있는데 chemokine이 leukocyte를 자극하게 되면 conformation change가 일어나게 되고 high affinity로 전환되게 됩니다. 이렇게 전환이 일어나야 롤링에서 firm adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 firm adhesion이 나타나게 되는 겁니다.",Minor rewrite,,"icam-1을 icam으로 축약하여 기재하였으나, 실제 발화 내용과 일치하며 의미 전달에 문제가 없다고 판단하였습니다."
acu_sr30,integrin은 원래 low affinity 상태로 있는데 chemokine이 leukocyte를 자극하게 되면 conformational change가 일어나게 되고 high affinity로 전환되게 됩니다.,"Adhesion 과정은 leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM 또는 VCAM-1에 의해 일어나게 됩니다. Integrin은 원래 low affinity 상태로 있는데 chemokine이 leukocyte를 자극하게 되면 conformation change가 일어나게 되고 high affinity로 전환되게 됩니다. 이렇게 전환이 일어나야 롤링에서 firm adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 firm adhesion이 나타나게 되는 겁니다.",Faithful,,
acu_sr31,"이렇게 전환이 일어나야 rolling에서 Firm Adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 Firm Adhesion이 나타나게 되는 겁니다.","Adhesion 과정은 leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM 또는 VCAM-1에 의해 일어나게 됩니다. … 이렇게 전환이 일어나야 롤링에서 firm adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 firm adhesion이 나타나게 되는 겁니다. … 이 과정은 firm adhesion 후 leukocyte가 endothelium의 junction 사이로 비집고 나가는 과정입니다.",Faithful,,
acu_sr32,그 다음에 이제 transmigration 단계인데 혹은 다른 말로 Diapedesis라고도 합니다.,그 다음에 이제 transmigration 단계인데 혹은 다른 말로 diapedesis라고도 합니다. … 주로 venule에서 발생하게 되고 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개하게 됩니다.,Faithful,,
acu_sr33,이 과정은 Firm Adhesion 후 leukocyte가 endothelial junction 사이로 비집고 나가는 과정입니다.,"이렇게 전환이 일어나야 롤링에서 firm adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 firm adhesion이 나타나게 되는 겁니다. … 이 과정은 firm adhesion 후 leukocyte가 endothelium의 junction 사이로 비집고 나가는 과정입니다. … 얘는 leukocyte와 endothelium 둘 다 있어서 homophilic binding을 하게 됩니다.",Faithful,,
acu_sr34,주로 venule에서 발생하게 되고 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개하게 됩니다.,그 다음에 이제 transmigration 단계인데 혹은 다른 말로 diapedesis라고도 합니다. … 주로 venule에서 발생하게 되고 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개하게 됩니다. … 또한 이 transmigration 과정에서는 basement membrane도 통과를 해야 되기 때문에 collagenase도 분비를 하게 됩니다.,Faithful,,
acu_sr35,얘는 leukocyte와 endothelium 둘 다에 있어서 homophilic binding을 하게 됩니다.,이 과정은 firm adhesion 후 leukocyte가 endothelium의 junction 사이로 비집고 나가는 과정입니다. … 얘는 leukocyte와 endothelium 둘 다 있어서 homophilic binding을 하게 됩니다. … Transmigration이 일어난 다음엔 chemotaxis가 일어나야 되는데 이건 tissue 안으로 들어와 있는 leukocyte.,Faithful,,
acu_sr36,또한 이 Transmigration 과정에서는 Basement membrane도 통과를 해야 되기 때문에 collagenase도 분비를 하게 됩니다.,또한 이 transmigration 과정에서는 basement membrane도 통과를 해야 되기 때문에 collagenase도 분비를 하게 됩니다. Transmigration이 일어난 다음엔 chemotaxis가 일어나야 되는데 이건 tissue 안으로 들어와 있는 leukocyte.,Faithful,,
acu_sr37,Transmigration이 일어난 다음엔 Chemotaxis가 일어나야 되는데 이건 tissue 안으로 들어와 있는 leukocyte가 실제 injury 부위로 이동하는 과정입니다.,"얘는 leukocyte와 endothelium 둘 다 있어서 homophilic binding을 하게 됩니다. 또한 이 transmigration 과정에서는 basement membrane도 통과를 해야 되기 때문에 collagenase도 분비를 하게 됩니다. Transmigration이 일어난 다음엔 chemotaxis가 일어나야 되는데 이건 tissue 안으로 들어와 있는 leukocyte. … 사이트가 실제 injury 부위로 이동하는 과정입니다. 이는 chemotaxis gradient를 따라 이동하게 되는데 chemoattractant, 예를 들어 두 종류가 있는데 exogenous와 endogenous가 있는데 exogenous한 chemoattractant 같은 경우에는 bacterial product, 예를 들어 N-formylmethionine이 들어있는 peptide라던가 endogenous하게는 C5a, 이 보체의 일부인 C5a나 LT-B4, leukotriene B4라던가 chemokine, IL-8과 같은 이런 물질들이 chemoattractant에 역할하게 됩니다.",Faithful,,
acu_sr38,"이는 Chemotactic gradient를 따라 이동하게 되는데 Chemoattractant, 예를 들어 얘네들도 두 종류가 있는데 이제 Exogenous와 Endogenous가 있는데 Exogenous한 Chemoattractant 같은 경우에는 bacterial product, 예를 들어 N-formylmethionine이 들어있는 peptide라던가 혹은 Endogenous하게는 C5a, 이 보체계의 일부인 C5a나 LT-B4, leukotriene B4라던가 chemokine, IL-8과 같은 이런 물질들이 Chemoattractant의 역할을 하게 됩니다.","이는 chemotaxis gradient를 따라 이동하게 되는데 chemoattractant, 예를 들어 두 종류가 있는데 exogenous와 endogenous가 있는데 exogenous한 chemoattractant 같은 경우에는 bacterial product, 예를 들어 N-formylmethionine이 들어있는 peptide라던가 endogenous하게는 C5a, 이 보체의 일부인 C5a나 LT-B4, leukotriene B4라던가 chemokine, IL-8과 같은 이런 물질들이 chemoattractant에 역할하게 됩니다. 이제 이 chemotaxis의 기저는 chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다.",Faithful,,
acu_sr39,이제 이 Chemotaxis의 기전은 Chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다.,"이는 chemotaxis gradient를 따라 이동하게 되는데 chemoattractant, 예를 들어 두 종류가 있는데 exogenous와 endogenous가 있는데 exogenous한 chemoattractant 같은 경우에는 bacterial product, 예를 들어 N-formylmethionine이 들어있는 peptide라던가 endogenous하게는 C5a, 이 보체의 일부인 C5a나 LT-B4, leukotriene B4라던가 chemokine, IL-8과 같은 이런 물질들이 chemoattractant에 역할하게 됩니다. 이제 이 chemotaxis의 기저는 chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다. 이제 leukocyte activation과 killing에 대해 알아보겠습니다. 이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다.",Faithful,,
acu_sr40,이제 leukocyte activation과 killing에 대해 알아보겠습니다.,이제 이 chemotaxis의 기저는 chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다. 이제 leukocyte activation과 killing에 대해 알아보겠습니다. 이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다.,Faithful,,
acu_sr41,이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다.,이제 이 chemotaxis의 기저는 chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다. … 이제 leukocyte activation과 killing에 대해 알아보겠습니다. 이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다. phagocytosis는 우선 opsonin이 결합된 pathogen을 receptor가 인식을 하게 되고 그 다음에 pseudopod로 감싸서 phagosome을 형성해서 engulf를 하게 됩니다.,Faithful,,
acu_sr42,phagocytosis는 우선 opsonin이 결합된 pathogen을 receptor가 인식을 하게 되고 그 다음에 pseudopod로 감싸서 phagosome을 형성해서 engulf를 하게 됩니다.,이제 이 chemotaxis의 기저는 chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다. … 이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다. phagocytosis는 우선 opsonin이 결합된 pathogen을 receptor가 인식을 하게 되고 그 다음에 pseudopod로 감싸서 phagosome을 형성해서 engulf를 하게 됩니다. 그 다음에 이제 killing은 phagosome과 lysosome을 합쳐가지고 phagolysosome을 형성하게 돼서 이 내부에서 killing을 하게 됩니다.,Faithful,,
