claim_id,reference_claim,ai_lecturenote_output,label,error_type,why_it_matters
acu_sr24,"이때 매개하는 것들은 selectin이 있는데 우선 E-selectin, P-selectin은 endothelium에 발현이 되어 있고 얘들은 cytokine에 의해 upregulation이 됩니다.","스테이시스로 인해 leukocyte가 endothelium 쪽으로 이동하는 현상을 Margination이라고 하며, Rolling은 leukocyte가 endothelium 표면을 따라 굴러가는 과정을 의미합니다. 이때 매개체로는 selectin이 작용하는데, E-selectin과 P-selectin은 endothelium에 발현되며, 이들은 cytokine에 의해 조절됩니다. 또한, L-selectin은 leukocyte에 발현되는 selectin입니다. P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다. … P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다.",Faithful ,,
acu_sr25,그리고 L-selectin이라는 것은 leukocyte에 발현되어 있는 selectin입니다.,"스테이시스로 인해 leukocyte가 endothelium 쪽으로 이동하는 현상을 Margination이라고 하며, Rolling은 leukocyte가 endothelium 표면을 따라 굴러가는 과정을 의미합니다. 이때 매개체로는 selectin이 작용하는데, E-selectin과 P-selectin은 endothelium에 발현되며, 이들은 cytokine에 의해 조절됩니다. 또한, L-selectin은 leukocyte에 발현되는 selectin입니다. P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다. Rolling 단계에서 selectin과 selectin ligand의 결합은 저친합도이기 때문에 느슨하게 붙었다 떨어지는 현상을 보입니다.",Faithful ,,
acu_sr26,"P-selectin은 Weibel-Palade body에 저장이 되어 있고 histamine 자극 시 즉시 표면으로 빠르게 발현이 되게 되고 E-selectin은 cytokine, TNF나 IL-1의 자극으로 인해 새로 합성이 되는 거라 좀 느리게 발현이 되게 됩니다.","이때 매개체로는 selectin이 작용하는데, E-selectin과 P-selectin은 endothelium에 발현되며, 이들은 cytokine에 의해 조절됩니다. … 또한, L-selectin은 leukocyte에 발현되는 selectin입니다. P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다. Rolling 단계에서 selectin과 selectin ligand의 결합은 저친합도이기 때문에 느슨하게 붙었다 떨어지는 현상을 보입니다.",Minor rewrite,,"'빠르게 발현'이라는 표현이 표면 발현(surface expression)을 의미하나, 유전자 발현으로 오해할 소지가 있습니다. 그러나 앞뒤 문맥을 통해 충분히 의미 파악이 가능합니다."
acu_sr27,그리고 여기서 중요한 것은 rolling이라는 말 그대로 selectin과 selectin ligand의 결합은 굉장히 low affinity기 때문에 느슨하게 붙었다 떨어졌다 하는 rolling입니다.,"또한, L-selectin은 leukocyte에 발현되는 selectin입니다. P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다. Rolling 단계에서 selectin과 selectin ligand의 결합은 저친합도이기 때문에 느슨하게 붙었다 떨어지는 현상을 보입니다. 그 다음에 단단한 결합이 이루어지는 것은 Firm Adhesion 단계에서 나타나며, 이는 leukocyte에 발현된 integrin과 endothelium에 발현된 ICAM 또는 VCAM 사이에서 일어납니다.",Faithful ,,
acu_sr28,그 다음에 단단하게 결합되는 것은 바로 다음 단계인 Firm adhesion에서 나타나게 됩니다.,"Rolling 단계에서 selectin과 selectin ligand의 결합은 저친합도이기 때문에 느슨하게 붙었다 떨어지는 현상을 보입니다. 그 다음에 단단한 결합이 이루어지는 것은 Firm Adhesion 단계에서 나타나며, 이는 leukocyte에 발현된 integrin과 endothelium에 발현된 ICAM 또는 VCAM 사이에서 일어납니다.",Faithful ,,
acu_sr29,"Adhesion 과정은 integrin, leukocyte에 발현되어 있는 integrin과 endothelium에 발현되어 있는 ICAM-1 또는 VCAM-1에 의해 일어나게 됩니다.","P-selectin은 Weibel-Palade body에 저장되어 있으며, histamine 자극 시 빠르게 발현되고, E-selectin은 cytokine이나 TNF, IL-1에 의해 새로 합성되어 느리게 발현됩니다. … 그 다음에 단단한 결합이 이루어지는 것은 Firm Adhesion 단계에서 나타나며, 이는 leukocyte에 발현된 integrin과 endothelium에 발현된 ICAM 또는 VCAM 사이에서 일어납니다. integrin은 처음에는 저친합 상태이지만 chemokine이 leukocyte를 자극하면 Conformational Change가 일어나고 고친합 상태로 변화합니다.",Faithful ,,"icam-1, vcam-1에서 '1'이 누락되었으나, 의미 전달에 큰 문제가 되지 않는다고 판단하였습니다."
acu_sr30,integrin은 원래 low affinity 상태로 있는데 chemokine이 leukocyte를 자극하게 되면 conformational change가 일어나게 되고 high affinity로 전환되게 됩니다.,"그 다음에 단단한 결합이 이루어지는 것은 Firm Adhesion 단계에서 나타나며, 이는 leukocyte에 발현된 integrin과 endothelium에 발현된 ICAM 또는 VCAM 사이에서 일어납니다. integrin은 처음에는 저친합 상태이지만 chemokine이 leukocyte를 자극하면 Conformational Change가 일어나고 고친합 상태로 변화합니다. 이제 이렇게 전환이 일어나면 Rolling 단계에서 Form Addition으로 넘어가게 되고, cytokine TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1에 발현을 올려서 이 integrin과의 상호작용을 통해 Form Addition이 나타나게 됩니다.",Faithful ,,
acu_sr31,"이렇게 전환이 일어나야 rolling에서 Firm Adhesion으로 넘어가게 되고 또 cytokine, TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1의 발현을 올려서 integrin과의 상호작용을 통해 Firm Adhesion이 나타나게 되는 겁니다.","그 다음에 단단한 결합이 이루어지는 것은 Firm Adhesion 단계에서 나타나며, 이는 leukocyte에 발현된 integrin과 endothelium에 발현된 ICAM 또는 VCAM 사이에서 일어납니다. integrin은 처음에는 저친합 상태이지만 chemokine이 leukocyte를 자극하면 Conformational Change가 일어나고 고친합 상태로 변화합니다. 이제 이렇게 전환이 일어나면 Rolling 단계에서 Form Addition으로 넘어가게 되고, cytokine TNF나 IL-1이 endothelium에 있는 ICAM-1, VCAM-1에 발현을 올려서 이 integrin과의 상호작용을 통해 Form Addition이 나타나게 됩니다. … 이 과정은 Form Addition 후 leukocyte가 endothelium junction 사이로 비집고 나가는 과정을 말합니다.",Substitution,"form adhesion이라는 잘못된 표현이 사용되었으며, firm adhesion이 올바른 용어입니다.",
acu_sr32,그 다음에 이제 transmigration 단계인데 혹은 다른 말로 Diapedesis라고도 합니다.,"그 다음에는 Transmigration 단계인데, 또 다른 말로는 diapedesis라고도 합니다. … 주로 venule에서 발생하며, 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개합니다.",Faithful ,,
acu_sr33,이 과정은 Firm Adhesion 후 leukocyte가 endothelial junction 사이로 비집고 나가는 과정입니다.,이 과정은 Form Addition 후 leukocyte가 endothelium junction 사이로 비집고 나가는 과정을 말합니다. … 이들은 leukocyte와 endothelium 양쪽에 모두 존재하여 homophilic binding을 합니다.,Substitution,"form adhesion이라는 잘못된 표현이 사용되었으며, firm adhesion이 올바른 용어입니다.",
acu_sr34,주로 venule에서 발생하게 되고 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개하게 됩니다.,"주로 venule에서 발생하며, 이를 매개하는 것은 PECAM-1 혹은 CD31이 매개합니다. … 또한 Transmigration 과정에서는 basement membrane도 통과해야 하므로 collagenase도 분비됩니다.",Faithful ,,
acu_sr35,얘는 leukocyte와 endothelium 둘 다에 있어서 homophilic binding을 하게 됩니다.,"이 과정은 Form Addition 후 leukocyte가 endothelium junction 사이로 비집고 나가는 과정을 말합니다. … 이들은 leukocyte와 endothelium 양쪽에 모두 존재하여 homophilic binding을 합니다. … Transmigration이 일어난 후에는 chemotaxis가 발생해야 하는데, 이는 leukocyte가 실제 인자 부위로 이동하는 과정을 말합니다.",Faithful ,,
acu_sr36,또한 이 Transmigration 과정에서는 Basement membrane도 통과를 해야 되기 때문에 collagenase도 분비를 하게 됩니다.,"또한 Transmigration 과정에서는 basement membrane도 통과해야 하므로 collagenase도 분비됩니다. Transmigration이 일어난 후에는 chemotaxis가 발생해야 하는데, 이는 leukocyte가 실제 인자 부위로 이동하는 과정을 말합니다.",Faithful ,,
acu_sr37,Transmigration이 일어난 다음엔 Chemotaxis가 일어나야 되는데 이건 tissue 안으로 들어와 있는 leukocyte가 실제 injury 부위로 이동하는 과정입니다.,"이들은 leukocyte와 endothelium 양쪽에 모두 존재하여 homophilic binding을 합니다. 또한 Transmigration 과정에서는 basement membrane도 통과해야 하므로 collagenase도 분비됩니다. Transmigration이 일어난 후에는 chemotaxis가 발생해야 하는데, 이는 leukocyte가 실제 인자 부위로 이동하는 과정을 말합니다. leukocyte는 chemotactic gradient를 따라 이동하며, chemoattractant에 의해 유도됩니다.",Faithful ,,
acu_sr38,"이는 Chemotactic gradient를 따라 이동하게 되는데 Chemoattractant, 예를 들어 얘네들도 두 종류가 있는데 이제 Exogenous와 Endogenous가 있는데 Exogenous한 Chemoattractant 같은 경우에는 bacterial product, 예를 들어 N-formylmethionine이 들어있는 peptide라던가 혹은 Endogenous하게는 C5a, 이 보체계의 일부인 C5a나 LT-B4, leukotriene B4라던가 chemokine, IL-8과 같은 이런 물질들이 Chemoattractant의 역할을 하게 됩니다.","Transmigration이 일어난 후에는 chemotaxis가 발생해야 하는데, 이는 leukocyte가 실제 인자 부위로 이동하는 과정을 말합니다. leukocyte는 chemotactic gradient를 따라 이동하며, chemoattractant에 의해 유도됩니다. 예를 들어, 박테리아 프로덕트인 N-formylmethionine이나 C5a, LTB4, leukotriene B4, chemokine, IL-8과 같은 물질들이 chemoattractant 역할을 합니다. 이제 chemoattractant가 leukocyte의 receptor에 결합하면 leukocyte가 해당 방향으로 이동합니다.",omission,endogenous 및 exogenous 유형에 대한 설명이 누락되었습니다.,
acu_sr39,이제 이 Chemotaxis의 기전은 Chemoattractant가 leukocyte에 있는 receptor에 결합을 하게 되면 이제 actin polymerization 때문에 leukocyte가 그 방향으로 조금씩 이동하게 되는 것입니다.,"leukocyte는 chemotactic gradient를 따라 이동하며, chemoattractant에 의해 유도됩니다. 예를 들어, 박테리아 프로덕트인 N-formylmethionine이나 C5a, LTB4, leukotriene B4, chemokine, IL-8과 같은 물질들이 chemoattractant 역할을 합니다. 이제 chemoattractant가 leukocyte의 receptor에 결합하면 leukocyte가 해당 방향으로 이동합니다. 이후 leukocyte의 activation과 killing에 대해 알아보겠습니다. leukocyte가 실제 사이트에 도착하면 phagocytosis가 발생합니다. 이 과정에서 opsonin이 결합된 pathogen이 receptor에 인식되고, 이후 pseudopod로 감싸인 phagosome을 형성하여 engulf를 진행합니다.",omission,actin polymerization에 대한 내용이 누락되었습니다.,
acu_sr40,이제 leukocyte activation과 killing에 대해 알아보겠습니다.,"이제 chemoattractant가 leukocyte의 receptor에 결합하면 leukocyte가 해당 방향으로 이동합니다. 이후 leukocyte의 activation과 killing에 대해 알아보겠습니다. leukocyte가 실제 사이트에 도착하면 phagocytosis가 발생합니다. … killing은 phagosome과 lysosome이 결합하여 phagolysosome을 형성하고, 이 내부에서 killing이 이루어집니다.",Faithful ,,
acu_sr41,이제 leukocyte가 실제 site에 도착을 하게 됐고 그러면 이제 phagocytosis를 하게 됩니다.,이제 chemoattractant가 leukocyte의 receptor에 결합하면 leukocyte가 해당 방향으로 이동합니다. 이후 leukocyte의 activation과 killing에 대해 알아보겠습니다. leukocyte가 실제 사이트에 도착하면 phagocytosis가 발생합니다.,Faithful ,,
acu_sr42,phagocytosis는 우선 opsonin이 결합된 pathogen을 receptor가 인식을 하게 되고 그 다음에 pseudopod로 감싸서 phagosome을 형성해서 engulf를 하게 됩니다.,"이제 chemoattractant가 leukocyte의 receptor에 결합하면 leukocyte가 해당 방향으로 이동합니다. … leukocyte가 실제 사이트에 도착하면 phagocytosis가 발생합니다. 이 과정에서 opsonin이 결합된 pathogen이 receptor에 인식되고, 이후 pseudopod로 감싸인 phagosome을 형성하여 engulf를 진행합니다. killing은 phagosome과 lysosome이 결합하여 phagolysosome을 형성하고, 이 내부에서 killing이 이루어집니다.",Faithful ,,
acu_sr43,그 다음에 이제 killing은 phagosome과 lysosome을 합쳐가지고 phagolysosome을 형성하게 돼서 이 내부에서 killing을 하게 됩니다.,"이후 leukocyte의 activation과 killing에 대해 알아보겠습니다. … 이 과정에서 opsonin이 결합된 pathogen이 receptor에 인식되고, 이후 pseudopod로 감싸인 phagosome을 형성하여 engulf를 진행합니다. killing은 phagosome과 lysosome이 결합하여 phagolysosome을 형성하고, 이 내부에서 killing이 이루어집니다. killing은 oxygen-dependent와 oxygen-independent 두 가지 메커니즘으로 이루어집니다.",Faithful ,,
acu_sr44,여기서 killing은 두 가지 메커니즘이 있는데 첫 번째로 oxygen dependent하고 두 번째로 oxygen independent가 있습니다.,"killing은 phagosome과 lysosome이 결합하여 phagolysosome을 형성하고, 이 내부에서 killing이 이루어집니다. killing은 oxygen-dependent와 oxygen-independent 두 가지 메커니즘으로 이루어집니다. oxygen-dependent에서는 NADPH oxidase가 superoxide를 생성하고, 이로부터 H2O2가 생성됩니다. … oxygen-independent는 lysozyme, defensin, MVP 등을 활용하여 killing을 수행합니다.",Faithful ,,
acu_sr45,oxygen dependent 같은 경우에는 이제 NADPH oxidase가 superoxide를 형성하고 그 다음에 H2O2를 만들게 됩니다.,"killing은 phagosome과 lysosome이 결합하여 phagolysosome을 형성하고, 이 내부에서 killing이 이루어집니다. killing은 oxygen-dependent와 oxygen-independent 두 가지 메커니즘으로 이루어집니다. oxygen-dependent에서는 NADPH oxidase가 superoxide를 생성하고, 이로부터 H2O2가 생성됩니다. 이후 myeloperoxidase가 bleach 또는 HOCl을 생성하여 세포를 파괴합니다. oxygen-independent는 lysozyme, defensin, MVP 등을 활용하여 killing을 수행합니다. … oxygen-independent는 lysozyme, defensin, MVP 등을 활용하여 killing을 수행합니다.",Faithful ,,
acu_sr46,그럼 이제 만들어진 H2O2는 myeloperoxidase가 bleach 또는 HOCl을 만들고 이거를 활용해서 죽이는 과정입니다.,"oxygen-dependent에서는 NADPH oxidase가 superoxide를 생성하고, 이로부터 H2O2가 생성됩니다. 이후 myeloperoxidase가 bleach 또는 HOCl을 생성하여 세포를 파괴합니다.",Faithful ,,
